organization,work_area,name,latitude,longitude,depth,depth_source,watershid_id,lake_id,program
HAKAI,CALVERT,HOMATHKO YSI5,,,,,HOMATHKO,HOMATHKO,Watershed
HAKAI,CALVERT,HOMATHKO YSI6,,,,,HOMATHKO,HOMATHKO,Watershed
HAKAI,CALVERT,HOMATHKO YSI7,,,,,HOMATHKO,HOMATHKO,Watershed
HAKAI,CALVERT,HOMATHKO YSI8,,,,,HOMATHKO,HOMATHKO,Watershed
HAKAI,CALVERT,HP01,,,,,,,Nearshore
HAKAI,CALVERT,HP02,,,,,,,Nearshore
HAKAI,CALVERT,HP03,,,,,,,Nearshore
HAKAI,CALVERT,HP04,,,,,,,Nearshore
HAKAI,CALVERT,HP05,,,,,,,Nearshore
HAKAI,CALVERT,HP06,,,,,,,Nearshore
HAKAI,CALVERT,HP07,,,,,,,Nearshore
HAKAI,CALVERT,HP08,,,,,,,Nearshore
HAKAI,CALVERT,HP09,,,,,,,Nearshore
HAKAI,CALVERT,HPK01,,,,,,,Nearshore
HAKAI,CALVERT,HPK03,,,,,,,Nearshore
HAKAI,CALVERT,HYACINTHCREEK HYACINTHBAYROAD,,,,,HYACINTHCREEK,HYACINTHCREEK,Watershed
HAKAI,CALVERT,I5,,,,,,,Nearshore
HAKAI,CALVERT,IA,51.6727000000001,-128.1182,4.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,ID,51.6745000000001,-128.1178,4.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,INNERSAN,51.678342,-128.114898,0.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,IS,51.6783,-128.1145,1.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,IT,51.6753,-128.1195,4.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,JEN SITE,51.679878,-128.12647,3.0,chart,,,Nearshore
HAKAI,CALVERT,K8,,,,,,,Nearshore
HAKAI,CALVERT,KC1,51.6545674910001,-128.12878966,3.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,KC10,51.6505000000001,-127.9516,359.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,KC10 BUOY,51.6497606960001,-127.967334159,284.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Nearshore
HAKAI,CALVERT,KC11,51.6507,-128.0253,97.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,KC111,,,,,,,Oceanography
HAKAI,CALVERT,KC11F,,,,,,,Nearshore
HAKAI,CALVERT,KC11FA,,,,,,,Nearshore
HAKAI,CALVERT,KC11S,,,,,,,Nearshore
HAKAI,CALVERT,KC11SA,,,,,,,Nearshore
HAKAI,CALVERT,KC11_10,,,,,,,Nearshore
HAKAI,CALVERT,KC11_10_OUT,,,,,,,Nearshore
HAKAI,CALVERT,KC11_20,,,,,,,Nearshore
HAKAI,CALVERT,KC11_5,,,,,,,Nearshore
HAKAI,CALVERT,KC12,51.6504,-128.07,10.0,chart,,,Oceanography
HAKAI,CALVERT,KC12F,,,,,,,Nearshore
HAKAI,CALVERT,KC12S,,,,,,,Nearshore
HAKAI,CALVERT,KC13,51.6472000000001,-128.1199,3.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,KC14,51.6487000000001,-127.9961,32.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,KC14F,,,,,,,Nearshore
HAKAI,CALVERT,KC14S,,,,,,,Nearshore
HAKAI,CALVERT,KC14_10,,,,,,,Nearshore
HAKAI,CALVERT,KC14_20,,,,,,,Nearshore
HAKAI,CALVERT,KC14_5,,,,,,,Nearshore
HAKAI,CALVERT,KC15,51.6569000000001,-128.0034,20.0,chart,,,Oceanography
HAKAI,CALVERT,KC15F,,,,,,,Nearshore
HAKAI,CALVERT,KC15S,,,,,,,Nearshore
HAKAI,CALVERT,KC15_10,,,,,,,Nearshore
HAKAI,CALVERT,KC15_10_OUT,,,,,,,Nearshore
HAKAI,CALVERT,KC15_20,,,,,,,Nearshore
HAKAI,CALVERT,KC15_5,,,,,,,Nearshore
HAKAI,CALVERT,KC16,51.6563000000001,-128.0419,35.0,chart,,,Oceanography
HAKAI,CALVERT,KC16F,,,,,,,Nearshore
HAKAI,CALVERT,KC16S,,,,,,,Nearshore
HAKAI,CALVERT,KC16_10,,,,,,,Nearshore
HAKAI,CALVERT,KC16_20,,,,,,,Nearshore
HAKAI,CALVERT,KC16_20_OUT,,,,,,,Nearshore
HAKAI,CALVERT,KC16_5,,,,,,,Nearshore
HAKAI,CALVERT,KC17,51.6521500000001,-128.10295,38.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,KC18,,,,,,,Oceanography
HAKAI,CALVERT,KC19,,,,,,,Oceanography
HAKAI,CALVERT,KC20,,,,,,,Oceanography
HAKAI,CALVERT,KC21,,,,,,,Oceanography
HAKAI,CALVERT,KC4,51.6545,-128.1149,22.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,KC6,,,,,,,Oceanography
HAKAI,CALVERT,KC7,51.6535000000001,-128.0464,169.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,KC8,51.6517000000001,-128.0017,225.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,KCM,,,,,,,Nearshore
HAKAI,CALVERT,KDT_A,,,,,,,Nearshore
HAKAI,CALVERT,KDT_B,,,,,,,Nearshore
HAKAI,CALVERT,KDT_C,,,,,,,Nearshore
HAKAI,CALVERT,KELP,,,,,,,Nearshore
HAKAI,CALVERT,KELP08,51.6494670000001,-128.155367,0.0,chart,,,Nearshore
HAKAI,CALVERT,KELP09,51.6671170000001,-128.14035,3.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,KELP10,51.80123044,-128.1999243,0.0,chart,,,Nearshore
HAKAI,CALVERT,KELP11,51.79609,-128.2391,,,,,Nearshore
HAKAI,CALVERT,KELP12,,,,,,,Nearshore
HAKAI,CALVERT,KELP13,51.70158,-128.0875,5.0,chart,,,Nearshore
HAKAI,CALVERT,KELP14,51.73636,-128.08439,,,,,Nearshore
HAKAI,CALVERT,KELP15,,,,,,,Nearshore
HAKAI,CALVERT,KELP8,,,,,,,Nearshore
HAKAI,CALVERT,KELP9,,,,,,,Nearshore
HAKAI,CALVERT,KELPIE,,,,,,,Nearshore
HAKAI,CALVERT,KELPIEARMS,,,,,,,Nearshore
HAKAI,CALVERT,KFCP06,,,,,,,Nearshore
HAKAI,CALVERT,KFP06,,,,,,,Nearshore
HAKAI,CALVERT,KFP07,,,,,,,Nearshore
HAKAI,CALVERT,KFPC01,51.9002170000001,-128.4319,10.0,chart,,,Nearshore
HAKAI,CALVERT,KFPC02,,,,,,,Nearshore
HAKAI,CALVERT,KFPC03,,,,,,,Nearshore
HAKAI,CALVERT,KFPC04,51.806317,-128.258567,15.0,chart,,,Nearshore
HAKAI,CALVERT,KFPC06,51.811267,-128.233617,15.0,chart,,,Nearshore
HAKAI,CALVERT,KFPCO4,,,,,,,Nearshore
HAKAI,CALVERT,KFPCS01,,,,,,,Nearshore
HAKAI,CALVERT,KFPN01,,,,,,,Nearshore
HAKAI,CALVERT,KFPN02,,,,,,,Nearshore
HAKAI,CALVERT,KFPN03,52.0450000000001,-128.399067,12.0,chart,,,Nearshore
HAKAI,CALVERT,KFPN04,,,,,,,Nearshore
HAKAI,CALVERT,KFPN06,,,,,,,Nearshore
HAKAI,CALVERT,KFPN07,51.9610000000001,-128.261,14.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,KFPN08,,,,,,,Nearshore
HAKAI,CALVERT,KFPN09,,,,,,,Nearshore
HAKAI,CALVERT,KFPS01,51.6820000000001,-128.143,128.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,KFPS02,,,,,,,Oceanography
HAKAI,CALVERT,KFPS03,,,,,,,Oceanography
HAKAI,CALVERT,KFPS04,51.6796000000001,-128.1171,11.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,KFPS05,51.6850000000001,-128.113,29.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,KFPS06,51.6944,-128.1136,87.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,KFPS07,51.6944,-128.1136,87.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,KFPS08,51.6803,-128.1243,13.0,CHS NONNA10 Bathymetry,,,Oceanography
HAKAI,CALVERT,KFPS09,,,,,,,Oceanography
HAKAI,CALVERT,KFPS10,,,,,,,Oceanography
HAKAI,CALVERT,KFPS11,,,,,,,Oceanography
HAKAI,CALVERT,KFPSO4,,,,,,,Nearshore
HAKAI,CALVERT,KFPSO7,,,,,,,Nearshore
HAKAI,CALVERT,KIL01,,,,,,,Nearshore
HAKAI,CALVERT,KIL02,,,,,,,Nearshore
HAKAI,CALVERT,KIL03,51.8694,-128.1542,81.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,KIL04,,,,,,,Nearshore
HAKAI,CALVERT,KIL05,,,,,,,Nearshore
HAKAI,CALVERT,KIL06,,,,,,,Nearshore
HAKAI,CALVERT,KIL07,51.8409,-128.129,110.0,chart,,,Nearshore
HAKAI,CALVERT,KIL08,,,,,,,Nearshore
HAKAI,CALVERT,KILDIDT SOUND,51.7180000000001,-128.079,303.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Nearshore
HAKAI,CALVERT,KILTICKNS,,,,,,,Nearshore
HAKAI,CALVERT,KILTICKOS,,,,,,,Nearshore
HAKAI,CALVERT,KIS1,,,,,,,Nearshore
HAKAI,CALVERT,KIS10,,,,,,,Nearshore
HAKAI,CALVERT,KIS2,51.83707,-128.239197,0.0,chart,,,Nearshore
HAKAI,CALVERT,KIS6,,,,,,,Nearshore
HAKAI,CALVERT,KIS7,,,,,,,Nearshore
HAKAI,CALVERT,KLC1,,,,,,,Nearshore
HAKAI,CALVERT,KLP1_100,,,,,,,Nearshore
HAKAI,CALVERT,KLP1_100M,,,,,,,Nearshore
HAKAI,CALVERT,KLP1_25,,,,,,,Nearshore
HAKAI,CALVERT,KLP1_25M,,,,,,,Nearshore
HAKAI,CALVERT,KLP1_50,,,,,,,Nearshore
HAKAI,CALVERT,KLP1_50M,,,,,,,Nearshore
HAKAI,CALVERT,KLP1_EDGE,,,,,,,Nearshore
HAKAI,CALVERT,KLP1_IN,,,,,,,Nearshore
HAKAI,CALVERT,KLP2_100,,,,,,,Nearshore
HAKAI,CALVERT,KLP2_100M,,,,,,,Nearshore
HAKAI,CALVERT,KLP2_25M,,,,,,,Nearshore
HAKAI,CALVERT,KLP2_50,,,,,,,Nearshore
HAKAI,CALVERT,KLP2_50M,,,,,,,Nearshore
HAKAI,CALVERT,KLP2_EDGE,,,,,,,Nearshore
HAKAI,CALVERT,KLP2_IN,,,,,,,Nearshore
HAKAI,CALVERT,KME01,,,,,,,Nearshore
HAKAI,CALVERT,KME02,,,,,,,Nearshore
HAKAI,CALVERT,KME03,51.7044000000001,-127.8784,10.0,chart,,,Nearshore
HAKAI,CALVERT,KMEO3,,,,,,,Nearshore
HAKAI,CALVERT,KOE1,,,,,,,Nearshore
HAKAI,CALVERT,KOE3,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE KR01,51.77597,-127.8086,,land,KOEYE,KOEYE,Watershed
HAKAI,CALVERT,KOEYE KR02,51.774295,-127.806984,,land,KOEYE,KOEYE,Watershed
HAKAI,CALVERT,KOEYE KR03,,,,,KOEYE,KOEYE,Watershed
HAKAI,CALVERT,KOEYE KR04,,,,,KOEYE,KOEYE,Watershed
HAKAI,CALVERT,KOEYE KR05,,,,,KOEYE,KOEYE,Watershed
HAKAI,CALVERT,KOEYE KR_TRIB,51.776079,-127.818444,,land,KOEYE,KOEYE,Watershed
HAKAI,CALVERT,KOEYE_ESTUARY_EDGE1,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_EDGE2,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_EDGE3,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_EDGE1,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_EDGE2,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_EDGE3,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_INTERIOR4,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_INTERIOR5,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_ESTUARY_INTERIOR6,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_INTERIOR4,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_INTERIOR5,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_ESTUARY_INTERIOR6,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_KOEYE_ESTUARY_EDGE1,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_KOEYE_ESTUARY_EDGE2,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_KOEYE_ESTUARY_EDGE3,,,,,,,Nearshore
HAKAI,CALVERT,KOEYE_KOEYE_ESTUARY_INTERIOR4,,,,,,,Nearshore
HAKAI,CALVERT,KWAK,,,,,,,Nearshore
HAKAI,CALVERT,KWAKSHUANS,,,,,,,Nearshore
HAKAI,CALVERT,KWAKSHUAOS,,,,,,,Nearshore
HAKAI,CALVERT,KWAKSHUASO,,,,,,,Nearshore
HAKAI,CALVERT,KWAKUMEIN,,,,,,,Nearshore
HAKAI,CALVERT,KWAKUMENS,,,,,,,Nearshore
HAKAI,CALVERT,KWAKUMEOS,,,,,,,Nearshore
HAKAI,CALVERT,KWAKUMEOUT,,,,,,,Nearshore
HAKAI,CALVERT,KWY,,,,,,,Nearshore
HAKAI,CALVERT,KWY01,51.7747000000001,-127.8801,10.0,chart,,,Oceanography
HAKAI,CALVERT,KWY02,51.7724000000001,-127.8904,218.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,KWY03,51.7663000000001,-127.9144,368.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Oceanography
HAKAI,CALVERT,KYW03,,,,,,,Nearshore
HAKAI,CALVERT,LWLF,,,,,,,Nearshore
HAKAI,CALVERT,LWLF_A,,,,,,,Nearshore
HAKAI,CALVERT,LWLF_B,,,,,,,Nearshore
HAKAI,CALVERT,LWLF_C,,,,,,,Nearshore
HAKAI,CALVERT,LYTEARMS,,,,,,,Nearshore
HAKAI,CALVERT,MACR01,,,,,,,Nearshore
HAKAI,CALVERT,MACR02,,,,,,,Nearshore
HAKAI,CALVERT,MACRO01,51.8037462500001,-128.2545427,3.0,chart,,,Nearshore
HAKAI,CALVERT,MACRO1,51.8035,-128.2545,2.0,chart,,,Nearshore
HAKAI,CALVERT,MACRO10,51.649107535,-128.151826484,2.0,chart,,,Nearshore
HAKAI,CALVERT,MACRO11,51.802333,-128.200317,1.0,chart,,,Nearshore
HAKAI,CALVERT,MACRO12,,,,,,,Nearshore
HAKAI,CALVERT,MACRO13,,,,,,,Nearshore
HAKAI,CALVERT,MACRO14,,,,,,,Nearshore
HAKAI,CALVERT,MACRO2,51.6645,-128.0955,2.0,chart,,,Nearshore
HAKAI,CALVERT,MACRO3,51.8414000000001,-128.2654,2.0,chart,,,Nearshore
HAKAI,CALVERT,MACRO4,51.9030000000001,-128.2126,2.0,chart,,,Nearshore
HAKAI,CALVERT,MACRO5,51.9590000000001,-128.262,2.0,chart,,,Nearshore
HAKAI,CALVERT,MACRO6,52.0836,-128.3646,1.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,MACRO7,52.1497000000001,-128.3685,1.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Nearshore
HAKAI,CALVERT,MACRO8,52.0579000000001,-128.4037,18.0,chart,,,Nearshore
HAKAI,CALVERT,MACRO9,51.9204,-128.4599,2.0,chart,,,Nearshore
HAKAI,CALVERT,MAE04,,,,,,,Nearshore
HAKAI,CALVERT,MANLEY,,,,,,,Nearshore
HAKAI,CALVERT,MANLEY PT.,51.80103,-128.1996,3.0,chart,,,Nearshore
HAKAI,CALVERT,MANLEYPT,,,,,,,Nearshore
HAKAI,CALVERT,MARVINRECOVER,,,,,,,Nearshore
HAKAI,CALVERT,MARVIN_DEPLOY,,,,,,,Nearshore
HAKAI,CALVERT,MCALPIN OUTLET,52.8889578750001,-128.162510896,,land,MCALPIN,MCALPIN,Watershed
HAKAI,CALVERT,MCMULLIN,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLINS,52.0579300000001,-128.404,1.0,chart,,,Nearshore
HAKAI,CALVERT,MCMULLIN_NORTH_EDGE1,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_NORTH_EDGE2,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_NORTH_EDGE3,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_NORTH_INTERIOR4,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_NORTH_INTERIOR5,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_NORTH_INTERIOR6,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_SOUTH_EDGE1,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_SOUTH_EDGE2,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_SOUTH_EDGE3,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_SOUTH_INTERIOR4,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_SOUTH_INTERIOR5,,,,,,,Nearshore
HAKAI,CALVERT,MCMULLIN_SOUTH_INTERIOR6,,,,,,,Nearshore
HAKAI,CALVERT,MEA01,51.6626000000001,-128.0912,35.0,chart,,,Nearshore
HAKAI,CALVERT,MEA02,51.6754000000001,-128.0876,50.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Nearshore
HAKAI,CALVERT,MEA03,51.6847000000001,-128.0873,52.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Nearshore
HAKAI,CALVERT,MEA04,51.6928,-128.0693,2.0,chart,,,Nearshore
HAKAI,CALVERT,MEA05,51.6909333300001,-128.0688,,land,,,Nearshore
HAKAI,CALVERT,MEAY,51.6645,-128.096,0.0,chart,,,Nearshore
HAKAI,CALVERT,MEAY KK,51.6645,-128.0954,1.0,chart,,,Nearshore
HAKAI,CALVERT,MEAYMACROARMS,,,,,,,Nearshore
HAKAI,CALVERT,MERCURYARMS,,,,,,,Nearshore
HAKAI,CALVERT,MG1,52.0700000000001,-128.41,27.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Nearshore
HAKAI,CALVERT,MG2,52.02,-128.3,35.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Nearshore
HAKAI,CALVERT,MG3,51.7300000000001,-128.0,0.0,chart,,,Nearshore
HAKAI,CALVERT,MG4,51.7400000000001,-128.07,54.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,MOSES1,,,,,,,Nearshore
HAKAI,CALVERT,MOSES2,,,,,,,Nearshore
HAKAI,CALVERT,MOSES3,,,,,,,Nearshore
HAKAI,CALVERT,MOSES4,,,,,,,Nearshore
HAKAI,CALVERT,MUSTANG315,,,,,,,Nearshore
HAKAI,CALVERT,MUSTANGIN,,,,,,,Nearshore
HAKAI,CALVERT,MUSTANGNS,,,,,,,Nearshore
HAKAI,CALVERT,MUSTANGOS,,,,,,,Nearshore
HAKAI,CALVERT,MUSTANGOUT,,,,,,,Nearshore
HAKAI,CALVERT,NAL_B,,,,,,,Nearshore
HAKAI,CALVERT,NAL_C,,,,,,,Nearshore
HAKAI,CALVERT,NAM1,,,,,,,Nearshore
HAKAI,CALVERT,NAM2,,,,,,,Nearshore
HAKAI,CALVERT,NBCH01,51.6678000000001,-128.1433,12.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,NBCH_A,,,,,,,Nearshore
HAKAI,CALVERT,NBCH_B,,,,,,,Nearshore
HAKAI,CALVERT,NBCH_C,,,,,,,Nearshore
HAKAI,CALVERT,NEARHKP04,,,,,,,Nearshore
HAKAI,CALVERT,NLU01,,,,,,,Nearshore
HAKAI,CALVERT,NLU02,51.8161000000001,-128.0509,60.0,chart,,,Nearshore
HAKAI,CALVERT,NLU03,51.7937000000001,-128.0512,53.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,NLU_A,,,,,,,Nearshore
HAKAI,CALVERT,NLU_B,,,,,,,Nearshore
HAKAI,CALVERT,NLU_C,,,,,,,Nearshore
HAKAI,CALVERT,NMU01,51.8365000000001,-127.883,49.0,chart,,,Nearshore
HAKAI,CALVERT,NMU03,51.8672000000001,-127.8627,15.0,chart,,,Nearshore
HAKAI,CALVERT,NMU04,51.8842000000001,-127.8629,40.0,chart,,,Nearshore
HAKAI,CALVERT,NONE 10PPM,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE 20PPM,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE 30PPM,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE 40PPM,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE 4PPM,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE 50PPM,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE 60PPM,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE 65PPM,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE D101,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1018,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1022,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1058,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1065,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1077,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1083,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1137,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1139,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1157,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1171,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1188,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1203,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1228,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1230,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1252,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1282,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1300,,,,,,,Nearshore
HAKAI,CALVERT,NONE D133,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1351,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1377,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1386,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1390,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1395,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1409,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1427,,,,,,,Nearshore
HAKAI,CALVERT,NONE D1439,,,,,,,Nearshore
HAKAI,CALVERT,NONE D249,,,,,,,Nearshore
HAKAI,CALVERT,NONE D419,,,,,,,Nearshore
HAKAI,CALVERT,NONE D435,,,,,,,Nearshore
HAKAI,CALVERT,NONE D482,,,,,,,Nearshore
HAKAI,CALVERT,NONE D484,,,,,,,Nearshore
HAKAI,CALVERT,NONE D491,,,,,,,Nearshore
HAKAI,CALVERT,NONE D556,,,,,,,Nearshore
HAKAI,CALVERT,NONE D570,,,,,,,Nearshore
HAKAI,CALVERT,NONE D579,,,,,,,Nearshore
HAKAI,CALVERT,NONE D590,,,,,,,Nearshore
HAKAI,CALVERT,NONE D595,,,,,,,Nearshore
HAKAI,CALVERT,NONE D640,,,,,,,Nearshore
HAKAI,CALVERT,NONE D646,,,,,,,Nearshore
HAKAI,CALVERT,NONE D656,,,,,,,Nearshore
HAKAI,CALVERT,NONE D659,,,,,,,Nearshore
HAKAI,CALVERT,NONE D671,,,,,,,Nearshore
HAKAI,CALVERT,NONE D712,,,,,,,Nearshore
HAKAI,CALVERT,NONE D718,,,,,,,Nearshore
HAKAI,CALVERT,NONE D757,,,,,,,Nearshore
HAKAI,CALVERT,NONE D764,,,,,,,Nearshore
HAKAI,CALVERT,NONE D789,,,,,,,Nearshore
HAKAI,CALVERT,NONE D797,,,,,,,Nearshore
HAKAI,CALVERT,NONE D807,,,,,,,Nearshore
HAKAI,CALVERT,NONE D832,,,,,,,Nearshore
HAKAI,CALVERT,NONE D857,,,,,,,Nearshore
HAKAI,CALVERT,NONE D878,,,,,,,Nearshore
HAKAI,CALVERT,NONE D884,,,,,,,Nearshore
HAKAI,CALVERT,NONE D890,,,,,,,Nearshore
HAKAI,CALVERT,NONE D896,,,,,,,Nearshore
HAKAI,CALVERT,NONE D930,,,,,,,Nearshore
HAKAI,CALVERT,NONE D952,,,,,,,Nearshore
HAKAI,CALVERT,NONE D973,,,,,,,Nearshore
HAKAI,CALVERT,NONE GLC1,51.9831330000001,-126.947343,,land,NONE,NONE,Watershed
HAKAI,CALVERT,NONE KOEYE 3,,,,,,,Nearshore
HAKAI,CALVERT,NONE KOEYE3,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE KOEYE4,,,,,,,Nearshore
HAKAI,CALVERT,NONE KOEYETRIB,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE KR01,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NONE WR1,,,,,NONE,NONE,Watershed
HAKAI,CALVERT,NORTH,,,,,,,Nearshore
HAKAI,CALVERT,NORTHBEACH,,,,,,,Nearshore
HAKAI,CALVERT,NORTHBEACHARMS,,,,,,,Nearshore
HAKAI,CALVERT,NORTHBEACHRLS,,,,,,,Nearshore
HAKAI,CALVERT,NP,51.6769,-128.1222,2.0,CHS NONNA10 Bathymetry,,,Nearshore
HAKAI,CALVERT,ODLUM,,,,,,,Nearshore
HAKAI,CALVERT,OTHER CAMPRIVER,,,,,OTHER,OTHER,Watershed
HAKAI,CALVERT,OTHER HYACINTHBAYROAD,,,,,OTHER,OTHER,Watershed
HAKAI,CALVERT,OTHER KR01,,,,,OTHER,OTHER,Watershed
HAKAI,CALVERT,OTHER OUTLET,,,,,OTHER,OTHER,Watershed
HAKAI,CALVERT,OTHER WR01,,,,,OTHER,OTHER,Watershed
HAKAI,CALVERT,OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,OUT_EBB_11,,,,,,,Nearshore
HAKAI,CALVERT,OUT_HIGH_11,,,,,,,Nearshore
HAKAI,CALVERT,OUT_LOW,,,,,,,Nearshore
HAKAI,CALVERT,OUT_LOW_11,,,,,,,Nearshore
HAKAI,CALVERT,OWI1,,,,,,,Nearshore
HAKAI,CALVERT,OWI2A,,,,,,,Nearshore
HAKAI,CALVERT,OWI2B,,,,,,,Nearshore
HAKAI,CALVERT,OWI3,,,,,,,Nearshore
HAKAI,CALVERT,OWI4,,,,,,,Nearshore
HAKAI,CALVERT,PBA,51.64581,-128.119297,0.0,chart,,,Nearshore
HAKAI,CALVERT,PBE2,,,,,,,Nearshore
HAKAI,CALVERT,PBI4,,,,,,,Nearshore
